city,timestamp,temperature,season
New York,2010-01-01,6.178821185905301,winter
New York,2010-01-02,-3.287293832258137,winter
New York,2010-01-03,2.7370804860799574,winter
New York,2010-01-04,-3.906866664201214,winter
New York,2010-01-05,-6.442153074084988,winter
New York,2010-01-06,-0.9045741319274202,winter
New York,2010-01-07,-0.48105897898134714,winter
New York,2010-01-08,-2.1315852165006777,winter
New York,2010-01-09,6.794565229659684,winter
New York,2010-01-10,-6.821122525324951,winter
New York,2010-01-11,3.8525878222858205,winter
New York,2010-01-12,0.7952900362937719,winter
New York,2010-01-13,0.2991194159214047,winter
New York,2010-01-14,5.219588428452781,winter
New York,2010-01-15,15.188774579793296,winter
New York,2010-01-16,3.379738683722935,winter
New York,2010-01-17,-10.296064679867172,winter
New York,2010-01-18,0.8517530640384583,winter
New York,2010-01-19,-5.503994498766216,winter
New York,2010-01-20,-5.522916369531174,winter
New York,2010-01-21,5.263280401754471,winter
New York,2010-01-22,2.5075337244854996,winter
New York,2010-01-23,-5.382049582492495,winter
New York,2010-01-24,-3.0227022014213962,winter
New York,2010-01-25,5.6868904224984975,winter
New York,2010-01-26,-0.5768088863002439,winter
New York,2010-01-27,5.403353620407506,winter
New York,2010-01-28,-5.7840899790028955,winter
New York,2010-01-29,-8.25083022156072,winter
New York,2010-01-30,3.6976701458119687,winter
New York,2010-01-31,3.0945382800466903,winter
New York,2010-02-01,3.363912718301878,winter
New York,2010-02-02,3.9803037783759665,winter
New York,2010-02-03,-0.5780933176852382,winter
New York,2010-02-04,3.5701619267733333,winter
New York,2010-02-05,9.301486985617341,winter
New York,2010-02-06,3.748576495318863,winter
New York,2010-02-07,-2.141059994510551,winter
New York,2010-02-08,3.589482324741226,winter
New York,2010-02-09,11.109869985437172,winter
New York,2010-02-10,4.697065028519736,winter
New York,2010-02-11,2.808581287560334,winter
New York,2010-02-12,3.250914309870152,winter
New York,2010-02-13,-7.140238453116423,winter
New York,2010-02-14,9.94930990002073,winter
New York,2010-02-15,-1.5949560811115369,winter
New York,2010-02-16,-9.626695303143835,winter
New York,2010-02-17,4.700993194258308,winter
New York,2010-02-18,8.867983121978934,winter
New York,2010-02-19,-1.965812364120504,winter
New York,2010-02-20,7.321199201437501,winter
New York,2010-02-21,8.653349802222394,winter
New York,2010-02-22,-6.014164893885848,winter
New York,2010-02-23,2.5071784713738015,winter
New York,2010-02-24,-3.1973121799643667,winter
New York,2010-02-25,-1.3579081379061728,winter
New York,2010-02-26,1.3498439477064252,winter
New York,2010-02-27,-1.2669550932037723,winter
New York,2010-02-28,-8.340098528762951,winter
New York,2010-03-01,6.548113358276861,spring
New York,2010-03-02,8.875325737236675,spring
New York,2010-03-03,8.820850721674585,spring
New York,2010-03-04,6.03517389905314,spring
New York,2010-03-05,11.127684316553832,spring
New York,2010-03-06,17.42283407616235,spring
New York,2010-03-07,12.881103483576547,spring
New York,2010-03-08,8.956228557654644,spring
New York,2010-03-09,9.184153094249647,spring
New York,2010-03-10,17.73070780691706,spring
New York,2010-03-11,16.891394888494414,spring
New York,2010-03-12,24.612256991761043,spring
New York,2010-03-13,21.918990221884847,spring
New York,2010-03-14,12.386763971470566,spring
New York,2010-03-15,4.294460456950315,spring
New York,2010-03-16,8.17601347055669,spring
New York,2010-03-17,11.122280243716935,spring
New York,2010-03-18,2.14569975345531,spring
New York,2010-03-19,10.710121255422344,spring
New York,2010-03-20,7.979027274320672,spring
New York,2010-03-21,11.295637120501661,spring
New York,2010-03-22,3.6330834214919703,spring
New York,2010-03-23,12.507055388494441,spring
New York,2010-03-24,10.277860006863733,spring
New York,2010-03-25,9.164079647329388,spring
New York,2010-03-26,16.27231641800441,spring
New York,2010-03-27,12.345799466484767,spring
New York,2010-03-28,9.135193756993317,spring
New York,2010-03-29,4.616841591390992,spring
New York,2010-03-30,7.898433219396688,spring
New York,2010-03-31,2.5212564232005956,spring
New York,2010-04-01,18.197064629899273,spring
New York,2010-04-02,2.9272338453347215,spring
New York,2010-04-03,11.582444319861226,spring
New York,2010-04-04,4.653123573708986,spring
New York,2010-04-05,20.755902524367336,spring
New York,2010-04-06,15.057021629931327,spring
New York,2010-04-07,4.312495247871274,spring
New York,2010-04-08,9.979934237929285,spring
New York,2010-04-09,8.333811959937744,spring
New York,2010-04-10,15.670745133928108,spring
New York,2010-04-11,12.101973639813906,spring
New York,2010-04-12,18.939198856305207,spring
New York,2010-04-13,10.253748594021674,spring
New York,2010-04-14,6.658363855805909,spring
New York,2010-04-15,14.174492732721053,spring
New York,2010-04-16,12.781052828082299,spring
New York,2010-04-17,11.593368025668624,spring
New York,2010-04-18,8.961099794563134,spring
New York,2010-04-19,12.147020347684503,spring
New York,2010-04-20,8.642484992181888,spring
New York,2010-04-21,6.384651652476192,spring
New York,2010-04-22,13.857364921192795,spring
New York,2010-04-23,16.100736757698964,spring
New York,2010-04-24,14.58418331688599,spring
New York,2010-04-25,12.895560250097624,spring
New York,2010-04-26,14.909786293179462,spring
New York,2010-04-27,5.455539559466093,spring
New York,2010-04-28,13.342917148132036,spring
New York,2010-04-29,14.960694130192191,spring
New York,2010-04-30,10.753228939268883,spring
New York,2010-05-01,9.382238408965186,spring
New York,2010-05-02,6.496398905570917,spring
New York,2010-05-03,5.680025368286167,spring
New York,2010-05-04,9.052080160813366,spring
New York,2010-05-05,7.716347758522998,spring
New York,2010-05-06,4.992967914942968,spring
New York,2010-05-07,9.113520202329111,spring
New York,2010-05-08,9.665808767692663,spring
New York,2010-05-09,10.776712606161098,spring
New York,2010-05-10,18.78528980379415,spring
New York,2010-05-11,9.301389395810878,spring
New York,2010-05-12,10.423864839798146,spring
New York,2010-05-13,0.28226854150200964,spring
New York,2010-05-14,8.299656304266241,spring
New York,2010-05-15,8.529700758025024,spring
New York,2010-05-16,10.366584135918803,spring
New York,2010-05-17,13.315452930535482,spring
New York,2010-05-18,12.888147221173236,spring
New York,2010-05-19,8.85217118167078,spring
New York,2010-05-20,10.973334207402543,spring
New York,2010-05-21,18.923309981956347,spring
New York,2010-05-22,9.578880699384205,spring
New York,2010-05-23,10.883663734643193,spring
New York,2010-05-24,5.5689659317960984,spring
New York,2010-05-25,4.176669643150856,spring
New York,2010-05-26,12.12797764289387,spring
New York,2010-05-27,10.560494116096613,spring
New York,2010-05-28,18.238512789729093,spring
New York,2010-05-29,10.14071082975814,spring
New York,2010-05-30,0.33701427700275666,spring
New York,2010-05-31,1.6995020000165493,spring
New York,2010-06-01,17.609184299850384,summer
New York,2010-06-02,28.58795455317723,summer
New York,2010-06-03,29.269520778553424,summer
New York,2010-06-04,33.79551886794268,summer
New York,2010-06-05,25.430015301093555,summer
New York,2010-06-06,19.1114155092531,summer
New York,2010-06-07,26.133283622925756,summer
New York,2010-06-08,24.11699759319311,summer
New York,2010-06-09,18.11644716835672,summer
New York,2010-06-10,29.152482870204828,summer
New York,2010-06-11,28.82567821634558,summer
New York,2010-06-12,22.555328639004482,summer
New York,2010-06-13,21.97286668289809,summer
New York,2010-06-14,29.130293122388668,summer
New York,2010-06-15,15.680129136439465,summer
New York,2010-06-16,27.59521370124997,summer
New York,2010-06-17,25.03210736020376,summer
New York,2010-06-18,31.840113895927132,summer
New York,2010-06-19,28.233634589062724,summer
New York,2010-06-20,24.587736063303154,summer
New York,2010-06-21,30.062306486559052,summer
New York,2010-06-22,27.75485731879004,summer
New York,2010-06-23,26.172570996540095,summer
New York,2010-06-24,23.80339437708138,summer
New York,2010-06-25,24.991589804798345,summer
New York,2010-06-26,27.223780211065613,summer
New York,2010-06-27,20.515806159215938,summer
New York,2010-06-28,21.579767658487384,summer
New York,2010-06-29,27.378213777889925,summer
New York,2010-06-30,26.485821002992864,summer
New York,2010-07-01,25.738165227665426,summer
New York,2010-07-02,23.30366027632925,summer
New York,2010-07-03,19.64254863203432,summer
New York,2010-07-04,28.480117326995813,summer
New York,2010-07-05,21.51025822345224,summer
New York,2010-07-06,14.373908937673352,summer
New York,2010-07-07,22.385926050164603,summer
New York,2010-07-08,31.508570299768223,summer
New York,2010-07-09,25.61973266280463,summer
New York,2010-07-10,24.54838722536388,summer
New York,2010-07-11,22.378485157387395,summer
New York,2010-07-12,32.70457506506909,summer
New York,2010-07-13,27.799992908385768,summer
New York,2010-07-14,24.85956304456713,summer
New York,2010-07-15,26.524851894680054,summer
New York,2010-07-16,20.634727910952023,summer
New York,2010-07-17,21.207727870458363,summer
New York,2010-07-18,23.224946367689064,summer
New York,2010-07-19,26.362727521754834,summer
New York,2010-07-20,36.238467441582955,summer
New York,2010-07-21,31.515397552060982,summer
New York,2010-07-22,19.19286966740622,summer
New York,2010-07-23,27.462215727798203,summer
New York,2010-07-24,26.658658986510385,summer
New York,2010-07-25,30.24024900743166,summer
New York,2010-07-26,23.75307495879737,summer
New York,2010-07-27,22.56437364882564,summer
New York,2010-07-28,28.65639715688755,summer
New York,2010-07-29,20.958982821613986,summer
New York,2010-07-30,27.737804950485963,summer
New York,2010-07-31,25.657259091782922,summer
New York,2010-08-01,24.41209365631386,summer
New York,2010-08-02,19.89326167602813,summer
